CPV_Categoria;Descripcion_Categoria;Tipo_de_contrato
64228100-1;(2) Servicios de transmision de programas de television;Servicios
64228200-2;(2) Servicios de transmision de programas de radio;Servicios
65111000-4;Distribucion de agua potable;Servicios
65121000-7;Servicios de desmineralizacion del agua;Servicios
65122000-0;Servicios de desalinizacion del agua;Servicios
65123000-3;Servicios de ablandamiento del agua;Servicios
66111000-1;(3) Servicios prestados por los bancos centrales;Servicios
66112000-8;(3) Servicios de deposito de fondos;Servicios
66113000-5;(3) Servicios de concesion de credito;Servicios
66113100-6;(3) Servicios de concesion de microcreditos;Servicios
66114000-2;(3) Servicios de arrendamiento financiero;Servicios
66115000-9;(3) Servicios de transferencias internacionales;Servicios
66121000-4;(3) Servicios de fusiones y adquisiciones;Servicios
66122000-1;(3) Servicios de financiacion de empresas y de capital riesgo;Servicios
66131000-7;(3) Servicios de corretaje de valores;Servicios
66131100-8;(3) Servicios de inversion en los fondos de jubilaciones;Servicios
66132000-4;(3) Servicios de corretaje de mercancias;Servicios
66133000-1;(3) Servicios de tramitacion y liquidacion;Servicios
66141000-0;(3) Servicios de gestion de fondos de pensiones;Servicios
66151000-3;(3) Servicios operativos del mercado financiero;Servicios
66151100-4;(3) Servicios de venta minorista electronica;Servicios
66152000-0;(3) Servicios de regulacion del mercado financiero;Servicios
66161000-6;(3) Servicios fiduciarios;Servicios
66162000-3;(3) Servicios de custodia;Servicios
66171000-9;(3) Servicios de asesoramiento financiero;Servicios
66172000-6;(3) Servicios de procesamiento de transacciones financieras y de camara de compensacion;Servicios
66511000-5;Servicios de seguros de vida;Servicios
66512000-2;Servicios de seguros de accidentes y de enfermedad;Servicios
66512100-3;Servicios de seguros de accidentes;Servicios
66512200-4;Servicios de seguros de asistencia medica;Servicios
66512210-7;Servicios de seguro voluntario de asistencia medica;Servicios
66512220-0;Servicios de seguros medicos;Servicios
66513000-9;Servicios de seguros de defensa juridica y de seguros a todo riesgo;Servicios
66513100-0;Servicios de seguros de defensa juridica;Servicios
66513200-1;Servicios de seguros de todo riesgo para la construccion;Servicios
66514000-6;Seguros de flete y servicios de seguros relacionados con el transporte;Servicios
66514100-7;Seguros relacionados con el transporte;Servicios
66514110-0;Servicios de seguros de automoviles;Servicios
66514120-3;Servicios de seguro maritimo, de aviacion y de transportes de otro tipo;Servicios
66514130-6;Servicios de seguros de ferrocarril;Servicios
66514140-9;Servicios de seguros de aeronaves;Servicios
66514150-2;Servicios de seguros de embarcaciones;Servicios
66514200-8;Servicios de seguros de fletes;Servicios
66515000-3;Servicios de seguros de da?os;Servicios
66515100-4;Servicios de seguros de incendio;Servicios
66515200-5;Servicios de seguros de cosas;Servicios
66515300-6;Servicios de seguros contra inclemencias del tiempo y perdida financiera;Servicios
66515400-7;Servicios de seguros contra las inclemencias del tiempo;Servicios
66515410-0;Servicios de seguros contra perdidas financieras;Servicios
66515411-7;Servicios de seguros de perdida pecuniaria;Servicios
66516000-0;Servicios de seguros de responsabilidad civil;Servicios
66516100-1;Servicios de seguros de responsabilidad civil de automoviles;Servicios
66516200-2;Servicios de seguros de responsabilidad civil de aeronaves;Servicios
66516300-3;Servicios de seguros de responsabilidad civil de embarcaciones;Servicios
66516400-4;Servicios de seguros de responsabilidad civil general;Servicios
66516500-5;Servicios de seguros de responsabilidad profesional;Servicios
66517000-7;Servicios de seguros de credito y caucion;Servicios
66517100-8;Servicios de seguros de credito;Servicios
66517200-9;Servicios de seguros de caucion;Servicios
66517300-0;Servicios de seguros de administracion de riesgos;Servicios
66518000-4;Servicios de corretaje y de agencias de seguros;Servicios
66518100-5;Servicios de corretaje de seguros;Servicios
66518200-6;Servicios de compa?ias de seguros;Servicios
66518300-7;Servicios de peritaje de da?os;Servicios
66519000-1;Servicios de seguros de ingenieria, complementarios, de liquidacion de averia gruesa, de liquidacion de siniestros, actuariales y de rescates;Servicios
66519100-2;Servicios de seguros de plataformas de petroleo o de gas;Servicios
66519200-3;Servicios de seguros de ingenieria;Servicios
66519300-4;Servicios de seguros complementarios;Servicios
66519310-7;Servicios de asesoramiento en materia de seguros;Servicios
66519400-5;Servicios de liquidacion de averia gruesa;Servicios
66519500-6;Servicios de liquidacion de siniestros;Servicios
66519600-7;Servicios actuariales;Servicios
66519700-8;Servicios de gestion de rescates;Servicios
66521000-8;Servicios de planes de pensiones individuales;Servicios
66522000-5;Servicios de pensiones de grupo;Servicios
66523000-2;Servicios de asesoramiento sobre fondos de pensiones;Servicios
66523100-3;Servicios de administracion de fondos de pensiones;Servicios
70111000-2;Promocion de bienes raices residenciales;Servicios
70112000-9;Promocion de bienes raices no residenciales;Servicios
70121000-5;Servicios de compra o venta de edificios;Servicios
70121100-6;Servicios de venta de edificios;Servicios
70121200-7;Servicios de compra de edificios;Servicios
70122000-2;Servicios de compra o venta de terrenos;Servicios
70122100-3;Servicios de venta de terrenos;Servicios
70122110-6;Servicios de venta de terrenos desocupados;Servicios
70122200-4;Servicios de compra de terrenos;Servicios
70122210-7;Servicios de compra de terrenos desocupados;Servicios
70123000-9;Venta de bienes raices;Servicios
70123100-0;Venta de bienes raices residenciales;Servicios
70123200-1;Venta de bienes raices no residenciales;Servicios
70311000-4;Servicios de alquiler o venta de edificios residenciales;Servicios
70321000-7;Servicios de alquiler de terrenos;Servicios
70322000-4;Servicios de alquiler o venta de terrenos desocupados;Servicios
70331000-0;Servicios relacionados con propiedades residenciales;Servicios
70331100-1;Servicios de gestion de instituciones;Servicios
70332000-7;Servicios relacionados con propiedades no residenciales;Servicios
70332100-8;Servicios de administracion de terrenos;Servicios
70332200-9;Servicios de administracion de propiedades comerciales;Servicios
70332300-0;Servicios relacionados con la propiedad industrial;Servicios
70333000-4;Servicios relacionados con viviendas;Servicios
71221000-3;Servicios de arquitectura para edificios;Servicios
71222000-0;Servicios de arquitectura para instalaciones al aire libre;Servicios
71222100-1;Servicios de cartografia de zonas urbanas;Servicios
71222200-2;Servicios de cartografia de zonas rurales;Servicios
71223000-7;Servicios de arquitectura para trabajos de ampliacion de edificios;Servicios
71241000-9;Estudio de viabilidad, servicios de asesoramiento, analisis;Servicios
71242000-6;Elaboracion de proyectos y dise?os, presupuestos;Servicios
71243000-3;Anteproyectos (sistemas e integracion);Servicios
71244000-0;Calculo de costes, seguimiento de costes;Servicios
71245000-7;Proyectos presentados para aprobacion, planos de ejecucion y especificaciones;Servicios
71246000-4;Determinacion y listado de cantidades necesarias para la construccion;Servicios
71247000-1;Supervision del trabajo de construccion;Servicios
71248000-8;Supervision del proyecto y documentacion;Servicios
71251000-2;Servicios de arquitectura y de planimetria de edificios;Servicios
71311000-1;Servicios de consultoria en ingenieria civil;Servicios
71311100-2;Servicios de asistencia en ingenieria civil;Servicios
71311200-3;Servicios de consultoria en sistemas de transporte;Servicios
71311210-6;Servicios de consultoria en materia de carreteras;Servicios
71311220-9;Servicios de ingenieria de caminos;Servicios
71311230-2;Servicios de ingenieria ferroviaria;Servicios
71311240-5;Servicios de ingenieria aeroportuaria;Servicios
71311300-4;Servicios de consultoria en infraestructura;Servicios
71312000-8;Servicios de consultoria en ingenieria de estructuras;Servicios
71313000-5;Servicios de consultoria en ingenieria ambiental;Servicios
71313100-6;Servicios de consultoria en control del ruido;Servicios
71313200-7;Servicios de consultoria en aislamiento acustico y acustica arquitectural;Servicios
71313400-9;Evaluacion del impacto ambiental para la construccion;Servicios
71313410-2;Evaluacion del riesgo o peligro para la construccion;Servicios
71313420-5;Normas ambientales para la construccion;Servicios
71313430-8;Analisis de indicadores ambientales para la construccion;Servicios
71313440-1;Servicios de evaluacion del impacto ambiental (EIA) para la construccion;Servicios
71313450-4;Seguimiento ambiental para la construccion;Servicios
71314000-2;Servicios de energia y servicios conexos;Servicios
71314100-3;Servicios de electricidad;Servicios
71314200-4;Servicios de gestion de energia;Servicios
71314300-5;Servicios de consultoria en rendimiento energetico;Servicios
71314310-8;Servicios de fisica termica para edificios;Servicios
71315000-9;Instalaciones tecnicas de edificios;Servicios
71315100-0;Servicios de consultoria en construccion de edificios;Servicios
71315200-1;Servicios de consultoria en materia de edificios;Servicios
71315210-4;Servicios de consultoria en acometidas de edificios;Servicios
71315300-2;Servicios de planimetria de edificios;Servicios
71315400-3;Servicios de inspeccion de edificios;Servicios
71315410-6;Inspeccion del sistema de ventilacion;Servicios
71316000-6;Servicios de consultoria en telecomunicaciones;Servicios
71317000-3;Servicios de consultoria en proteccion y control de riesgos;Servicios
71317100-4;Servicios de consultoria en proteccion y control de incendios y explosiones;Servicios
71317200-5;Servicios de salud y seguridad;Servicios
71317210-8;Servicios de consultoria en salud y seguridad;Servicios
71318000-0;Servicios de asesoramiento y consultoria en ingenieria;Servicios
71318100-1;Servicios de luminotecnia y de iluminacion natural;Servicios
71319000-7;Servicios de peritaje;Servicios
71321000-4;Servicios de dise?o tecnico de instalaciones mecanicas y electricas para edificios;Servicios
71321100-5;Servicios de evaluacion economica de la construccion;Servicios
71321200-6;Servicios de dise?o de sistemas de calefaccion;Servicios
71321300-7;Servicios de consultoria en fontaneria;Servicios
71321400-8;Servicios de consultoria en ventilacion;Servicios
71322000-1;Servicios de dise?o tecnico para la construccion de obras de ingenieria civil;Servicios
71322100-2;Servicios de estudio de dimensiones para obras de ingenieria civil;Servicios
71322200-3;Servicios de dise?o de tuberias;Servicios
71322300-4;Servicios de dise?o de puentes;Servicios
71322400-5;Servicios de dise?o de represas;Servicios
71322500-6;Servicios de dise?o tecnico de instalaciones de trafico;Servicios
71323000-8;Servicios de dise?o tecnico del proceso y la produccion industriales;Servicios
71323100-9;Servicios de dise?o de sistemas electricos;Servicios
71323200-0;Servicios de dise?o de ingenieria de instalaciones;Servicios
71324000-5;Servicios de estudio de dimensiones;Servicios
71325000-2;Servicios de proyecto de cimientos;Servicios
71326000-9;Servicios auxiliares de edificios;Servicios
71327000-6;Servicios de dise?o de la estructura;Servicios
71328000-3;Servicios de verificacion de la estructura;Servicios
71331000-7;Servicios de ingenieria en materia de lodos de perforacion;Servicios
71332000-4;Servicios de ingenieria geotecnica;Servicios
71333000-1;Servicios de ingenieria mecanica;Servicios
71334000-8;Servicios de ingenieria mecanica y electrica;Servicios
71335000-5;Estudios de ingenieria;Servicios
71336000-2;Servicios complementarios de ingenieria;Servicios
71337000-9;Servicios tecnicos de proteccion contra la corrosion;Servicios
71351000-3;Servicios de prospeccion geologica, geofisica y otros tipos de prospeccion cientifica;Servicios
71351100-4;Servicios de preparacion y analisis de testigos;Servicios
71351200-5;Servicios de consultoria en materia geologica y geofisica;Servicios
71351210-8;Servicios de consultoria en geofisica;Servicios
71351220-1;Servicios de consultoria en geologia;Servicios
71351300-6;Servicios de analisis micropaleontologico;Servicios
71351400-7;Servicios de interpretacion petrofisica;Servicios
71351500-8;Servicios de estudio de suelos;Servicios
71351600-9;Servicios de prediccion del tiempo;Servicios
71351610-2;Servicios de meteorologia;Servicios
71351611-9;Servicios de climatologia;Servicios
71351612-6;Servicios de hidrometeorologia;Servicios
71351700-0;Servicios de prospeccion cientifica;Servicios
71351710-3;Servicios de prospeccion geofisica;Servicios
71351720-6;Levantamiento geofisico de yacimientos arqueologicos;Servicios
